"업소아이디","업소명","분류코드","분류코드명","업소 주소","업소 전화번호","찾아오시는 길","업소정보","자랑거리","추천수","기준년월","업소 사진"
"00008685","청운숯불갈비","001","한식","서울특별시 용산구 청파로 383-8 (서계동)","02-711-2625","소화아동병원에서 중구쪽으로 약 10미터 이동후 왼쪽골목으로 약 30미터 이동","영업시간 :11:00 ~ 21:40 휴무일 :일요일              ","모범업소로서 깨끗하고 청결한 위생관리 ","3","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20130718174359.JPG"
"00008228","세탁편의점","007","세탁","서울특별시 노원구 한글비석로444(교림노원프라자 1층) (상계동)","02-3391-4459","하계역 4번 출구에서335m","이용시간: 08:30 ~ 20:00  휴무일 : 매주일요일          ","세탁편의점이지만 아파트밀집지역에 위치해 있으므로 세탁물 수거와 배달서비스를 하고 있으며 오랜기간 수선을 해 온 여사장님의 섬세하고 꼼꼼한 옷수선솜씨까지 이용할 수 있는 원스톱서비스가 가능한 세탁편의점이다.  ","3","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20140122164341.JPG"
"00008175","유성짬뽕","002","중식","서울특별시 송파구 거마로22길 35 (마천동)","443-6692","마천역 2번 출구 10분거리 버스노선 : 3414, 3214, 3315, 3316, 3416 마천사거리 하차 ","영업시간 : AM 10:30 ~ PM 9:00 좌석수 : 30석  휴무일 : 첫째, 셋째 수요일  배달:가능 예약:가능 카드:가능 주차:불가     ","신선한 재료와 모든 야채는 가게에서 직접 준비함, 물가상승대비 가격 동결 청결, 친절 서비스","3","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20120703145618.JPG"
"00008126","진사골왕갈비","001","한식","서울특별시 서울 서대문구 이화여대3길 23","02-363-3959","","10:00-20:00 휴무 : 일요일              ","친절하고 서비스가 좋으며 직접 재료 구입으로 재료비를 줄여 저렴한 가격으로 제공, 경로우대(노인정에서 오시면 30%할인) ","3","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20230125142053.jpg"
"00004984","머리하는집","005","이미용","서울특별시 강북구 오현로9길 132 (미아동, 동성주택)","02-985-0234","미아역 4번 출구에서 893m 마을버스 04, 06번 승차 후, 제일슈퍼 앞 하차","영업시간 : 오전 9시 30분 ~ 오후 7시 30분 휴무일 : 매주 토요일  ","아늑한 분위기로 친절한 서비스를 느낄 수 있는 곳으로, 60세 이상 노인분들에게는 40%의 가격 할인 혜택을 드립니다.","3","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20230314175514.JPG"
"00004970","아씨머리방","005","이미용","서울특별시 성동구 고산자로8길 23-1 (행당동)","02-2291-2874","왕십리역 9번 출구에서390m","영업시간 : 9:30~22:00 좌석수 : 3석 휴무일 : 월1회 일요일(필요시) 예약 : X 카드 : X 주차 : o        ","주인이 직접 운영하여 인건비절약 저렴한 가격과 친절한 서비스 어린이 할인(커트 2,000원 할인)","3","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20220923175755.jpg"
"00008818","돈스우스","001","한식","서울특별시 양천구 월정로 157 (신월동)","2608-5015","null","영업시간 : 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 :  ","넒은 실내로 단체회식을 할 수 있음  양질의 고기를 저렴한 가격으로 이용할 수 있음 친절함","3","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20140114174112.jpg"
"00008415","청계산갈비살","001","한식","서울특별시 강남구 학동로45길 7 지하1층 (논현동)","02-543-2198","논현2동 주민센터에서 강남구청역 방면으로 도보1분","영업시간 :11:30~24:00, 17:00~23:00(주말) 좌석수 :112석 휴무일 :명절 배달 :불가능 예약 :가능 카드 :가능 주차 :5대 홈페이지 주소 : 전자우편주소 :                  ","가격이 저렴하며, 신선한 재료를 사용함 국내산 좋은 돼지갈비를 사용하면서 저렴하게 제공 매일 한가지 메뉴를 오늘의 메뉴로 정해 5500원에 제공","3","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20170404100842.jpg"
"00008123","옛고향","001","한식","서울특별시 서대문구 모래내로 350 (홍은동)","02-394-7681","null","영업시간 : 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : ","대표자 및 종업원 모두 친절하고 서비스가 좋으며 청결에 신경씀, 한곳에서 오랜기간 장사하여 단골 확보로 저렴하게 제공 ","3","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20120621153257.jpg"
"00008090","알뜰정육식당","001","한식","서울특별시 도봉구 도봉로169나길 71 (도봉동)","02-3491-6898","도봉역 2번출구 267m","　","도봉구 방학동 다세대주택 밀집주거지역에 위치한 정육점으로 식당을 추가로 영업하며, 지역주민에게 축산물과 음식을 제공","3","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20120620143551.jpg"
"00008649","연경궁","002","중식","서울특별시 영등포구 국회대로30길 14 (당산동3가)","02-2679-3569","영등포구청역 3번 출구에서160m","월-토(일 휴무) 08:00~21:00 토요일 08:00~17:00       ","저렴한 요일메뉴, 집에서 직접 담근 김치!","3","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20130611114122.gif"
"00008483","수미정","001","한식","서울특별시 강남구 강남대로84길 33 대우디오빌플러스 지하1층 114호 (역삼동)","02-556-5080","국기원에서 역삼1동주민자치쎈타쪽으로 100M 대우빌1층","영업시간 :10:00~21:00 휴무일 :토요일                 ","신선한 재료를 사용 다양한 반찬 제공","3","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20240722110635.jpg"
"00008477","사천옥","001","한식","서울특별시 강남구 선릉로86길 16 (대치동)","02-539-1075","선릉역 2번 출구 200m 3분거리, GS25 대치 선릉점 우측 골목","영업시간 :11:30~21:30 휴무일 :매주 일요일     ","가격대비 반찬 가지수가 풍부함","3","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20240722110326.jpg"
"00008579","은헤어","005","이미용","서울특별시 성동구 금호산길 57 (금호동2가)","02-2234-7262","신금호역 1번 출구에서165m","영업시간 : 10:30~20:30 휴무 : 일요일          ","주인이 어르신 손님을 내부모 모시듯 하는 마음으로 운영하고 있음 ","3","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20220923175814.jpg"
"00008606","영자씨우동김밥","001","한식","서울특별시 중구 마른내로 15-1 (저동2가)","02-2272-9791","2호선 을지로3가 11번(또는 12번) 출구 근처(중부경찰서 사거리에 위치)","(2022년 12월 기준) ○ 영업시간 :  07:00~21:00 ○ 중구사랑상품권 : 가능             ","힙지로에 왔다가 배고플 때 먹는 가격 착하고 양이 푸짐하고 맛 좋은 가게!","3","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20220511172651.jpg"
"00008654","현대세탁소","007","세탁","서울특별시 영등포구 신풍로25가길 11 (신길동)","02-832-1357","보라매역 5번 출구에서186m","월-토(일 휴무) 08:00~20:00      ","성심,성의","3","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20130611112445.jpg"
"00008656","평화이발관","005","이미용","서울특별시 영등포구 당산로31길 20(당산동3가)","02-2679-5451","영등포구청 후문 주변","월-토(일 후무) 08:00~19:00         ","15년 째 고정 장소에서의 영업으로 단골확보 ","3","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20130612151050.gif"
"00008417","해남식당","001","한식","서울특별시 강남구 학동로101길 26 청담삼익상가 지하1층 4호(청담동)","02-543-9660","청담역 14번 출구에서 청담삼익아파트 상가건물 지하 도보3분","영업시간 :09:00~17:00 휴무일 :매주일요일  ","가정식으로 어머니의 손맛을 느낄수 있음","3","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20140501135806.jpg"
"00008460","두꺼비","001","한식","서울특별시 강남구 역삼로 421 (대치동)","02-445-8742","도성초교차로에서 휘문고 방향으로 200m 3분거리(좌측)","영업시간 :11:00~22:30 좌석수 :84석 휴무일 :명절 배달 :불가능 예약 :식사는 불가능, 고기 가능 카드 :가능 주차 :가능 홈페이지 주소 : 전자우편주소 :         ","소를 통째로 구입, 원가절감, 모든 반찬에 조미료 미 사용","3","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20180329100141.jpg"
"00008308","화신이발관","005","이미용","서울특별시 서울 구로구 고척로3길 20","02-2681-0977","-오류동 성결교회 건너편에 위치하고, 계단으로 내려가거나 돌아서 올라가면 우측에 위치합니다.","영업시간 : 7:00~21:00 휴무일 : 매주 화요일  ","- 1973년부터 현위치에서 영업하였음(40년) - 시설은 최신식은 아니지만, 숙련된 기술과 노하우로 머리와 얼굴에 맞게 알아서 커트해 주며, 빠르고 깔끔하게 가위질하는 최고의 가위손입니다 - 몇 십년된 단골들이 대부분이며, 이사가서도 멀리서 일부러 본 업소를 찾아올 정도로 내공있는 솜씨 보유","3","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20120706161108.JPG"
"00008036","할매김밥","001","한식","서울특별시 중랑구 동일로163길 17 (묵동)","02-979-6227","먹골역 7번출구에서 신한은행끼고 좌회전하여 90미터 직진","영업시간 : 8시~24시 휴무일 : 없음          ","지하철 7호선 먹골역 인근 업소로 교통이 편리하며 모든 메뉴가 저렴하며 가게 이름처럼 고향집 할머니 손맛을 느낄 수 있는 곳, 가족이 운영하여 인건비 최소, 돈까스 소스 등을 직접 만들어 제공   ","3","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20240125153238.jpg"
"00008484","고등어식당","001","한식","서울특별시 강남구 강남대로84길 33 (역삼동)","02-2050-0095","강남역 국기원에서 역삼1동주민쎈타쪽 100m 대우빌지하1층","영업시간 :9:00~21:00 휴무일 :일요일              ","가족이 먹는 것처럼 정성껏 요리","3","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20231127123537.jpg"
"00008373","송백식당","001","한식","서울특별시 영등포구 당산로38길 15 (당산동4가)","02-2632-5080","영등포구청 사거리 당산역 우측 방향 150m","월-토(일 휴무) 10:00~21:30 휴식 15:00~16:00       ","맛, 동일 장소 고정영업으로 단골 확보.  착한가격 품목인 김치찌개, 된장찌개  전체적으로 저렴한 가격 박리다매 영업. ","3","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20121030192406.jpg"
"00008352","우동.짜장","002","중식","서울특별시 구로구 구로동로 126-16 (구로동)","02-837-9705","남구로역 6번 출구에서538m 기업은행 옆 골목 GO마트 후문 앞","영업시간 : 10:30~20:30  휴무일 : 일요일  ","저희 업소는 친절하며 깨끗한 환경에서 조리하고 셀프로 반찬을 가져다 먹는 시스템으로 재활용을 절대 하지않습니다.","3","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20120706151915.JPG"
"00008037","갤러리헤어","005","이미용","서울특별시 광진구 동일로72길 46 (중곡동)","02-465-3861","null","     ","　","3","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20120620161419.JPG"
"00008061","동현세탁","007","세탁","서울특별시 광진구 뚝섬로52라길 65 (자양동)","02-458-6268","null","   ","null","3","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20120620162840.JPG"
"00008065","금천이발관","005","이미용","서울특별시 중랑구 면목로29길 21 (면목동)","02-492-5613","용마산역 1번 출구에서287m","영업시간 : 8시~20시 휴무일 :매주 수요일       ","어르신, 장애인, 경찰공무원에게는 이용료 30% 할인을 하고 있으며 20년 넘게 자원봉사 하시는 사장님이 운영하는 이발소, '노인이용료는 5,000원 1993년부터 지금까지 자원봉사 활동 2001년 자랑스런 시민상 수상'   ","3","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20120627110729.JPG"
"00007812","돈까스 보라","003","경양식/일식","서울특별시 종로구 대학로5길 5 (연건동)","02-741-3455","대학로 방송통신대학교 앞 한솥도시락 골목으로 20m","영업시간 : 오전 9:30 ~ 오후 08:30까지 휴무일 :일요일            ","특제소스, 우수한고기","3","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20230323164449.png"
"00008644","정원한방오리","001","한식","서울특별시 영등포구 가마산로 455 (신길동), 2층","02-836-8878","신풍역 4번 출구에서864m 신길3?5동 새마을금고 인근","월-일(3주 일요일 휴무) 11:00~22:00      ","맛깔스러운 식재료와 친절 및 봉사","3","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20130611130500.gif"
"00007822","파고다이용원","005","이미용","서울특별시 종로구 종로17길 12 (종로2가)","","종로3가역 4호선 1번출구 종로1234가동 주민센터 옆 상가 1층.","영업시간 : 6시~19시 휴무일 :무     ","종업원3명, 15년 전가격","3","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20111107135036.JPG"
"00008384","황소마을","001","한식","서울특별시 용산구 이태원로26길 8 (이태원동)","794-6373","이태원역 6호선(4번 출구) 80m","영업시간 :11:00~22:00  좌석수 : 80석  휴무일 : -  배달 : 불가  예약 :예약환영  카드 : 카드 사용 가능  주차 : 불가  ","이태원 관광특구내에 있으며 친절하고 저렴한 가격으로 운영하는 위생모범업소","3","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20121101211948.jpg"
"00007842","선경헤어샵","005","이미용","서울특별시 강남구 삼성로 151 선경상가 지하1층 13호(대치동, 선경아파트)","02-566-3019","대치역 8번 풀구 선경아파트 지하상가 16호","영업시간 : 10:00 ~ 20:00 휴무일 : 일요일         ","학생 고객 많음","3","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20240722110610.jpg"
"00008177","만리향","002","중식","서울특별시 관악구 은천로41길 20 (봉천동)","02-885-5077","서울대입구역 6번 출구에서706m 은천삼거리에서 은천로 방향 봉천감리교회 근처 ","영업시간 : 오전 11시30분 ~ 오후 9시  휴무일 :  수요일           ","▷본인 소유 건물에서 영업하여 임대료부분 절약 ▷짬뽕, 자장면은 관악구 평균가격보다 10% 저렴. 탕수육(중)도 2011년부터 평균가격 유지","3","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20120703151236.jpg"
